               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,             0.02191,           0.0071316,            0.035048,             0.17462,             0.85198,             0.30854,             0.25747,            0.010765,           0.0026233,            0.023311,             0.00901,             0.00901,             0.00901
                  12,            0.020992,           0.0070218,            0.034063,             0.18589,             0.79233,               0.355,             0.29799,           0.0099078,           0.0025699,            0.024141,            0.008911,            0.008911,            0.008911
                  13,            0.021438,           0.0068727,            0.034009,              0.1715,             0.53047,             0.30598,              0.2534,            0.010051,           0.0028064,            0.027461,            0.008812,            0.008812,            0.008812
                  14,            0.021268,            0.006943,             0.03429,             0.22418,             0.57766,             0.37694,             0.31344,           0.0097964,           0.0027378,            0.024359,            0.008713,            0.008713,            0.008713
                  15,            0.019927,           0.0068993,            0.032572,              0.2362,             0.68002,             0.39796,              0.3179,            0.010281,           0.0026223,            0.022897,            0.008614,            0.008614,            0.008614
                  16,            0.019979,           0.0068075,            0.032425,             0.23219,             0.61116,             0.39883,             0.29604,             0.01038,           0.0026436,            0.025511,            0.008515,            0.008515,            0.008515
                  17,            0.019669,           0.0066096,            0.031221,              0.2722,             0.74427,             0.43675,             0.35382,            0.009686,           0.0026452,            0.021995,            0.008416,            0.008416,            0.008416
                  18,            0.019474,           0.0067594,            0.030834,             0.27662,             0.62863,             0.43131,              0.3595,            0.010029,           0.0025118,            0.023528,            0.008317,            0.008317,            0.008317
                  19,            0.019681,           0.0064179,            0.029922,             0.28184,             0.69501,             0.44991,             0.37717,           0.0093876,           0.0025501,            0.021866,            0.008218,            0.008218,            0.008218
                  20,            0.018838,             0.00649,            0.031072,             0.33361,             0.74324,             0.51834,              0.4256,            0.010022,           0.0025886,            0.020156,            0.008119,            0.008119,            0.008119
                  21,             0.01941,           0.0065265,            0.029611,             0.32121,             0.81573,             0.50966,             0.40677,           0.0093936,           0.0025375,            0.018746,             0.00802,             0.00802,             0.00802
                  22,            0.020589,           0.0063843,            0.030308,             0.33378,             0.78969,             0.49695,             0.39564,           0.0091294,           0.0026001,            0.019345,            0.007921,            0.007921,            0.007921
                  23,            0.019357,           0.0064543,            0.027394,             0.36458,             0.76757,             0.54335,             0.44836,           0.0091571,           0.0024384,            0.018351,            0.007822,            0.007822,            0.007822
                  24,            0.019368,           0.0064708,            0.028474,             0.39807,             0.79294,              0.5257,              0.4367,           0.0097182,           0.0025549,            0.019545,            0.007723,            0.007723,            0.007723
                  25,            0.018308,           0.0063299,            0.027305,             0.40302,             0.79036,             0.52241,              0.4234,            0.009544,           0.0025309,            0.018709,            0.007624,            0.007624,            0.007624
                  26,            0.018318,           0.0063869,             0.02737,             0.33576,              0.6237,             0.44908,             0.36432,            0.011307,           0.0030236,            0.020284,            0.007525,            0.007525,            0.007525
                  27,            0.018476,           0.0062774,            0.027886,             0.41564,             0.80536,             0.54523,              0.4369,           0.0097251,           0.0028131,            0.017748,            0.007426,            0.007426,            0.007426
                  28,            0.018765,           0.0066257,            0.026414,             0.44641,             0.68104,             0.56745,             0.47291,           0.0096728,           0.0026617,            0.016813,            0.007327,            0.007327,            0.007327
                  29,            0.017964,           0.0062206,            0.026159,             0.36563,             0.82935,             0.54435,             0.45375,           0.0091687,           0.0025014,            0.018492,            0.007228,            0.007228,            0.007228
                  30,            0.018052,           0.0064616,            0.025935,             0.41114,              0.7468,             0.55345,             0.46358,           0.0088351,           0.0024737,            0.017026,            0.007129,            0.007129,            0.007129
                  31,            0.018184,           0.0060162,            0.025916,             0.41176,             0.81035,             0.58082,             0.49466,           0.0093126,           0.0024798,            0.020519,             0.00703,             0.00703,             0.00703
                  32,            0.018832,           0.0061488,            0.025772,              0.4554,             0.76157,             0.60456,             0.50977,           0.0090292,           0.0024863,            0.016218,            0.006931,            0.006931,            0.006931
                  33,            0.017506,           0.0060076,            0.024626,               0.466,             0.84439,             0.61594,             0.52557,           0.0093915,           0.0024993,            0.015016,            0.006832,            0.006832,            0.006832
                  34,            0.017814,           0.0060762,              0.0255,             0.47379,             0.77781,             0.62874,             0.52297,           0.0096181,           0.0024361,            0.017104,            0.006733,            0.006733,            0.006733
                  35,            0.016988,           0.0060753,            0.023779,             0.45159,             0.83691,             0.60743,             0.50517,           0.0087818,           0.0025665,            0.016202,            0.006634,            0.006634,            0.006634
                  36,            0.017477,           0.0058753,            0.023626,             0.49191,             0.87578,             0.65851,             0.55469,           0.0088936,            0.002505,            0.013447,            0.006535,            0.006535,            0.006535
                  37,            0.016842,           0.0061682,            0.025062,             0.48231,              0.8763,             0.66457,             0.54891,           0.0088375,           0.0025414,            0.013088,            0.006436,            0.006436,            0.006436
                  38,            0.017994,           0.0061772,             0.02306,             0.51113,             0.82014,             0.65675,             0.55245,           0.0089911,           0.0024389,            0.012667,            0.006337,            0.006337,            0.006337
                  39,            0.017263,           0.0060734,            0.023338,             0.54821,             0.87924,             0.69831,             0.58924,           0.0086926,           0.0023354,            0.012526,            0.006238,            0.006238,            0.006238
                  40,            0.017248,           0.0059381,             0.02375,             0.53827,             0.80035,             0.67795,             0.57031,           0.0090546,           0.0025473,            0.011436,            0.006139,            0.006139,            0.006139
                  41,            0.017464,           0.0059607,            0.023076,             0.54002,              0.7576,             0.65139,             0.53582,           0.0089591,           0.0024191,            0.012919,             0.00604,             0.00604,             0.00604
                  42,               0.016,           0.0059147,            0.022166,             0.55414,             0.81247,             0.67381,             0.56059,           0.0084853,           0.0023766,            0.012453,            0.005941,            0.005941,            0.005941
                  43,            0.017273,           0.0060622,            0.022656,             0.57264,             0.88447,             0.74999,             0.62894,           0.0089342,           0.0025145,            0.010753,            0.005842,            0.005842,            0.005842
                  44,            0.016894,           0.0061141,            0.021155,             0.64647,             0.83245,             0.76492,             0.63461,           0.0086998,           0.0025601,             0.01089,            0.005743,            0.005743,            0.005743
                  45,            0.017599,           0.0059691,            0.021223,               0.656,             0.74676,             0.74409,              0.6296,           0.0087914,           0.0025548,            0.015052,            0.005644,            0.005644,            0.005644
                  46,            0.017189,           0.0057921,            0.020868,             0.63732,             0.79489,             0.77777,             0.64818,           0.0089459,           0.0024366,             0.01223,            0.005545,            0.005545,            0.005545
                  47,            0.017585,            0.005829,            0.021097,             0.70293,             0.78067,             0.79283,             0.66848,           0.0093263,           0.0025061,             0.01218,            0.005446,            0.005446,            0.005446
                  48,            0.016182,           0.0058431,            0.020361,             0.73138,             0.77205,             0.82346,             0.69914,           0.0090484,           0.0024999,            0.011702,            0.005347,            0.005347,            0.005347
                  49,            0.017077,           0.0062483,            0.019948,             0.70415,             0.82526,             0.83465,             0.70851,           0.0093095,           0.0023838,            0.012038,            0.005248,            0.005248,            0.005248
                  50,            0.016628,           0.0058247,            0.018846,             0.74045,              0.8013,             0.82386,             0.68932,           0.0089917,           0.0024571,           0.0086973,            0.005149,            0.005149,            0.005149
                  51,            0.017294,           0.0058591,            0.019292,             0.60059,              0.8301,             0.81126,             0.65743,           0.0092564,           0.0025627,            0.010391,             0.00505,             0.00505,             0.00505
                  52,            0.017125,            0.005711,            0.018017,             0.77336,             0.79518,             0.84233,             0.71538,           0.0088052,           0.0024394,            0.013798,            0.004951,            0.004951,            0.004951
                  53,            0.016259,           0.0057352,            0.017354,             0.82167,             0.81921,             0.87393,             0.74032,           0.0087684,           0.0025521,            0.010926,            0.004852,            0.004852,            0.004852
                  54,            0.016499,           0.0056425,            0.016904,             0.73864,             0.81937,             0.82827,             0.71218,           0.0087086,           0.0025726,            0.011347,            0.004753,            0.004753,            0.004753
                  55,            0.016753,           0.0058122,            0.018247,             0.78788,             0.85192,             0.88669,               0.742,           0.0087763,           0.0026532,           0.0081728,            0.004654,            0.004654,            0.004654
                  56,            0.016264,           0.0057893,            0.017309,             0.77934,             0.81347,             0.86932,             0.74189,           0.0085498,           0.0024909,             0.01221,            0.004555,            0.004555,            0.004555
                  57,            0.017169,           0.0057337,            0.017737,             0.87744,             0.82209,             0.90448,             0.76255,           0.0082469,           0.0025217,           0.0089384,            0.004456,            0.004456,            0.004456
                  58,            0.016262,           0.0058836,            0.016294,             0.82811,             0.88578,              0.8782,             0.74731,           0.0083229,           0.0024873,           0.0079131,            0.004357,            0.004357,            0.004357
                  59,            0.017472,           0.0061937,            0.017141,             0.83183,             0.83457,             0.90715,             0.76754,           0.0086524,            0.002475,            0.009431,            0.004258,            0.004258,            0.004258
                  60,            0.016173,           0.0057669,            0.016013,             0.81799,             0.87214,             0.91994,             0.79056,           0.0079734,           0.0023724,           0.0067583,            0.004159,            0.004159,            0.004159
                  61,            0.015374,           0.0056593,            0.016685,             0.77481,             0.88364,             0.89078,             0.77037,           0.0082724,           0.0024684,           0.0051819,             0.00406,             0.00406,             0.00406
                  62,            0.016118,           0.0057171,             0.01597,             0.82416,             0.89304,             0.92698,             0.79809,           0.0078228,           0.0024365,           0.0056924,            0.003961,            0.003961,            0.003961
                  63,            0.015748,           0.0054263,              0.0147,             0.86901,             0.86352,             0.92921,             0.77577,           0.0081741,           0.0025354,           0.0059585,            0.003862,            0.003862,            0.003862
                  64,            0.016846,           0.0056505,            0.014974,             0.82576,             0.89453,             0.92589,              0.7796,           0.0085517,           0.0024075,           0.0060936,            0.003763,            0.003763,            0.003763
                  65,            0.015326,           0.0055177,            0.013246,             0.79837,             0.89588,             0.91471,             0.76956,           0.0080965,            0.002431,           0.0073974,            0.003664,            0.003664,            0.003664
                  66,            0.015839,           0.0055536,            0.014507,             0.89161,             0.86001,             0.92424,             0.78824,           0.0079644,            0.002433,           0.0080125,            0.003565,            0.003565,            0.003565
                  67,             0.01567,             0.00552,            0.012996,             0.87975,             0.85715,             0.91387,             0.77405,           0.0084946,           0.0025037,            0.008243,            0.003466,            0.003466,            0.003466
                  68,            0.015039,           0.0055385,            0.013678,             0.90571,             0.88211,             0.94857,             0.81462,           0.0080293,            0.002403,           0.0060051,            0.003367,            0.003367,            0.003367
                  69,            0.015482,           0.0051864,            0.012101,             0.90163,              0.8586,             0.93524,             0.77844,            0.009058,           0.0024056,           0.0055466,            0.003268,            0.003268,            0.003268
                  70,            0.015138,           0.0055501,            0.011634,             0.88716,             0.94376,             0.96274,             0.82705,           0.0084636,           0.0023493,            0.004753,            0.003169,            0.003169,            0.003169
                  71,            0.015211,           0.0054605,            0.012394,             0.90511,              0.8455,             0.93701,             0.79033,           0.0082156,           0.0025321,           0.0082372,             0.00307,             0.00307,             0.00307
                  72,            0.015825,           0.0054367,            0.011303,             0.94329,             0.90189,             0.96605,             0.83545,            0.008108,            0.002379,           0.0036426,            0.002971,            0.002971,            0.002971
                  73,            0.015485,           0.0053467,            0.010589,             0.90776,             0.91504,             0.96657,             0.82778,            0.008214,           0.0024771,           0.0035706,            0.002872,            0.002872,            0.002872
                  74,            0.015448,           0.0053461,            0.011642,               0.861,             0.96108,             0.96515,              0.8255,           0.0080378,            0.002474,           0.0040953,            0.002773,            0.002773,            0.002773
                  75,            0.014889,           0.0053631,            0.011551,             0.92309,              0.9401,             0.97096,             0.82651,           0.0081329,           0.0024365,           0.0032658,            0.002674,            0.002674,            0.002674
                  76,            0.014945,           0.0052902,            0.010776,             0.96713,             0.91573,             0.97735,             0.84241,           0.0080324,           0.0024128,           0.0036209,            0.002575,            0.002575,            0.002575
                  77,            0.014352,           0.0051855,            0.010056,             0.92066,             0.95274,             0.97147,             0.82841,           0.0081208,           0.0024559,           0.0033485,            0.002476,            0.002476,            0.002476
                  78,             0.01445,           0.0053852,            0.010007,             0.94812,             0.95314,             0.97673,             0.85076,           0.0077414,           0.0022742,           0.0035854,            0.002377,            0.002377,            0.002377
                  79,            0.015429,           0.0052034,            0.010307,             0.97491,             0.97262,             0.98118,             0.84826,           0.0078896,           0.0022996,           0.0022366,            0.002278,            0.002278,            0.002278
                  80,            0.013908,            0.005061,           0.0097308,             0.95262,             0.93249,             0.97488,             0.83914,           0.0079284,           0.0023009,            0.003457,            0.002179,            0.002179,            0.002179
                  81,            0.013527,           0.0051126,           0.0093806,             0.89425,             0.96373,             0.97402,              0.8453,            0.007369,           0.0022728,           0.0039364,             0.00208,             0.00208,             0.00208
                  82,            0.013529,           0.0049656,           0.0089311,             0.91145,             0.94868,             0.97263,             0.84395,           0.0075555,           0.0023245,           0.0050381,            0.001981,            0.001981,            0.001981
                  83,             0.01415,           0.0052663,           0.0085783,             0.92687,             0.95427,             0.97073,             0.84109,           0.0076094,           0.0022647,           0.0043292,            0.001882,            0.001882,            0.001882
                  84,             0.01391,           0.0051112,           0.0092339,             0.94362,             0.91021,             0.96981,             0.83675,           0.0073986,           0.0022831,           0.0060588,            0.001783,            0.001783,            0.001783
                  85,            0.013404,            0.005144,           0.0082927,             0.89678,             0.95349,             0.96603,             0.83894,           0.0073971,           0.0022497,           0.0044263,            0.001684,            0.001684,            0.001684
                  86,            0.013944,           0.0051314,           0.0082915,             0.93882,             0.94099,             0.96984,             0.85145,           0.0075278,           0.0023031,             0.00404,            0.001585,            0.001585,            0.001585
                  87,            0.013265,           0.0051237,           0.0081191,             0.92919,             0.96723,             0.97868,             0.83994,           0.0074922,           0.0023016,           0.0047624,            0.001486,            0.001486,            0.001486
                  88,            0.013732,           0.0051883,           0.0083869,             0.95278,             0.95203,             0.97297,             0.84931,           0.0075557,           0.0022797,           0.0047675,            0.001387,            0.001387,            0.001387
                  89,            0.013428,           0.0050695,           0.0084715,             0.92635,             0.95146,             0.96527,              0.8389,           0.0076075,           0.0023458,           0.0055499,            0.001288,            0.001288,            0.001288
                  90,            0.013076,           0.0051234,           0.0069636,             0.92997,             0.94706,             0.96686,             0.84938,           0.0071315,           0.0022592,           0.0059705,            0.001189,            0.001189,            0.001189
                  91,            0.013126,           0.0051217,           0.0074493,             0.91379,             0.96749,             0.97193,             0.85011,           0.0074678,           0.0023279,            0.005519,             0.00109,             0.00109,             0.00109
                  92,            0.013074,           0.0050442,           0.0071644,             0.95466,             0.94618,             0.96699,             0.84741,           0.0072999,           0.0023378,           0.0053471,            0.000991,            0.000991,            0.000991
                  93,            0.012793,           0.0050558,           0.0061828,             0.96109,             0.94993,              0.9754,             0.84609,           0.0072479,           0.0023906,           0.0054898,            0.000892,            0.000892,            0.000892
                  94,             0.01283,           0.0050493,           0.0067304,             0.96325,             0.94962,             0.97629,             0.85377,           0.0075045,           0.0024176,           0.0049382,            0.000793,            0.000793,            0.000793
                  95,            0.013293,           0.0049723,           0.0062629,              0.9623,             0.95162,             0.97832,              0.8561,           0.0072112,           0.0023603,           0.0047934,            0.000694,            0.000694,            0.000694
                  96,            0.012633,           0.0048589,           0.0071764,             0.95939,              0.9453,             0.97599,             0.85261,            0.007258,           0.0023959,           0.0047808,            0.000595,            0.000595,            0.000595
                  97,            0.012349,           0.0050029,           0.0069428,             0.93949,             0.93508,             0.97558,             0.84927,           0.0072849,           0.0024396,           0.0040506,            0.000496,            0.000496,            0.000496
                  98,             0.01296,           0.0051281,           0.0065914,             0.94266,             0.95145,             0.97179,             0.84934,           0.0072566,           0.0024008,           0.0042066,            0.000397,            0.000397,            0.000397
                  99,            0.011559,           0.0047562,            0.005696,             0.95731,             0.94293,             0.97238,             0.84386,            0.007244,           0.0024114,            0.004526,            0.000298,            0.000298,            0.000298
